Effective Date,Model,Package Description,List Price CAD,List Price USD,USD Source,Source File
2019-06-24,P40,Leica ScanStation P40 Standard Package,130540.0,100783.8,Extrapolated,2019-06-24 HDS pricelist.xls
2019-06-24,P50,Leica ScanStation P50 Standard Package,160620.0,124007.15,Extrapolated,2019-06-24 HDS pricelist.xls
2019-07-01,P30,Leica ScanStation P30 Standard Package,113754.8,87824.73,Extrapolated,2019-11-13 HDS pricelist - EN.xlsx
2019-07-01,P40,Leica ScanStation P40 Standard Package,130754.8,100949.64,Extrapolated,2019-11-13 HDS pricelist - EN.xlsx
2019-07-01,P50,Leica ScanStation P50 Standard Package,148731.8,114828.83,Extrapolated,2019-11-13 HDS pricelist - EN.xlsx
2019-07-01,RTC360,RTC360 Scanner Package,101007.1,77982.83,Extrapolated,2019-11-13 HDS pricelist - EN.xlsx
2019-10-14,BLK360,BLK360,24050.0,18567.87,Extrapolated,2019-10-14 HDS pricelist.xls
2019-10-14,P30,Leica ScanStation P30 Standard Package,100460.0,77560.44,Extrapolated,2019-10-14 HDS pricelist.xls
2019-10-14,P40,Leica ScanStation P40 Standard Package,130540.0,100783.8,Extrapolated,2019-10-14 HDS pricelist.xls
2019-10-14,P50,Leica ScanStation P50 Standard Package,160620.0,124007.15,Extrapolated,2019-10-14 HDS pricelist.xls
2019-11-13,P30,Package Leica ScanStation P30,113749.8,87820.87,Extrapolated,2019-11-13 HDS pricelist.xlsx
2019-11-13,P40,Package Leica ScanStation P40,130749.8,100945.78,Extrapolated,2019-11-13 HDS pricelist.xlsx
2019-11-13,RTC360,RTC360 Package,101002.1,77978.97,Extrapolated,2019-11-13 HDS pricelist.xlsx
2020-01-01,BLK360,BLK360 System Package,24500.0,18915.3,Extrapolated,2020-01-09 HDS pricelist EN.xlsx
2020-01-01,P30,Leica ScanStation P30 Standard Package,113749.8,87820.87,Extrapolated,2020-01-09 HDS pricelist EN.xlsx
2020-01-01,P40,Leica ScanStation P40 Standard Package,130749.8,100945.78,Extrapolated,2020-01-09 HDS pricelist EN.xlsx
2020-01-01,P50,Leica ScanStation P50 Standard Package,148749.8,114842.73,Extrapolated,2020-01-09 HDS pricelist EN.xlsx
2020-01-01,RTC360,RTC360 Scanner Package,101002.1,77978.97,Extrapolated,2020-01-09 HDS pricelist EN.xlsx
2020-01-01,RTC360 LT,RTC360 LT Scanner Package,87348.0,67437.29,Extrapolated,2020-01-09 HDS pricelist EN.xlsx
2020-04-24,BLK2GO,BLK2GO System Package,78500.0,60606.16,Extrapolated,2020-04-24 HDS pricelist EN.xlsx
2020-04-24,P30,Leica ScanStation P30 Standard Package,113749.8,87820.87,Extrapolated,2020-04-24 HDS pricelist EN.xlsx
2020-04-24,P40,Leica ScanStation P40 Standard Package,130749.8,100945.78,Extrapolated,2020-04-24 HDS pricelist EN.xlsx
2020-04-24,P50,Leica ScanStation P50 Standard Package,148749.8,114842.73,Extrapolated,2020-04-24 HDS pricelist EN.xlsx
2020-04-24,RTC360,RTC360 Scanner Package,101002.1,77978.97,Extrapolated,2020-04-24 HDS pricelist EN.xlsx
2020-04-24,RTC360 LT,RTC360 LT Scanner Package,85748.0,66202.0,Extrapolated,2020-04-24 HDS pricelist EN.xlsx
2020-07-01,BLK2GO,BLK2GO System Package,78500.0,60606.16,Extrapolated,2020-07-01 HDS pricelist EN.xlsx
2020-07-01,P30,Leica ScanStation P30 Standard Package,148936.8,114987.1,Extrapolated,2020-07-01 HDS pricelist EN.xlsx
2020-07-01,P40,Leica ScanStation P40 Standard Package,130936.8,101090.15,Extrapolated,2020-07-01 HDS pricelist EN.xlsx
2020-07-01,P50,Leica ScanStation P50 Standard Package,148936.8,114987.1,Extrapolated,2020-07-01 HDS pricelist EN.xlsx
2020-07-01,RTC360,RTC360 Scanner Package,101232.1,78156.55,Extrapolated,2020-07-01 HDS pricelist EN.xlsx
2020-07-01,RTC360 LT,RTC360 LT Scanner Package,85978.0,66379.57,Extrapolated,2020-07-01 HDS pricelist EN.xlsx
2021-01-01,BLK2GO,BLK2GO System Package,78500.0,60606.16,Extrapolated,2021-01-01 HDS pricelist EN.xlsx
2021-01-01,BLK360,BLK360 System Package,25027.5,19322.56,Extrapolated,2021-01-01 HDS pricelist EN.xlsx
2021-01-01,P30,Leica ScanStation P30 Standard Package,114019.85,88029.37,Extrapolated,2021-01-01 HDS pricelist EN.xlsx
2021-01-01,P40,Leica ScanStation P40 Standard Package,131019.85,101154.27,Extrapolated,2021-01-01 HDS pricelist EN.xlsx
2021-01-01,P50,Leica ScanStation P50 Standard Package,149019.85,115051.22,Extrapolated,2021-01-01 HDS pricelist EN.xlsx
2021-01-01,RTC360,RTC360 Scanner Package,101242.1,78164.27,Extrapolated,2021-01-01 HDS pricelist EN.xlsx
2021-01-01,RTC360 LT,RTC360 LT Scanner Package,86388.0,66696.11,Extrapolated,2021-04-07 HDS pricelist EN.xlsx
2021-07-01,BLK360,BLK360 System Package,25257.5,18537.0,Actual,2021-07-01 HDS pricelist EN.xlsx
2021-07-01,P30,Leica ScanStation P30 Standard Package,114152.35,88054.95,Actual,2021-07-01 HDS pricelist EN.xlsx
2021-07-01,P40,Leica ScanStation P40 Standard Package,131152.35,101554.95,Actual,2021-07-01 HDS pricelist EN.xlsx
2021-07-01,P50,Leica ScanStation P50 Standard Package,149152.35,115554.95,Actual,2021-07-01 HDS pricelist EN.xlsx
2021-07-01,RTC360,RTC360 Scanner Package,101377.1,78336.65,Actual,2021-07-01 HDS pricelist EN.xlsx
2021-07-01,RTC360 LT,RTC360 LT Scanner Package,86773.0,66790.5,Actual,2021-07-01 HDS pricelist EN.xlsx
2022-01-01,BLK360,BLK360 System Package,25257.5,19484.75,Interpolated,2022-01-01 HDS pricelist EN.xlsx
2022-01-01,P40,Leica ScanStation P40 Standard Package,108507.55,83707.5,Interpolated,2022-01-01 HDS pricelist EN.xlsx
2022-01-01,P50,Leica ScanStation P50 Standard Package,115257.55,88914.75,Interpolated,2022-01-01 HDS pricelist EN.xlsx
2022-01-01,RTC360,RTC360 Scanner Package,101567.3,78353.48,Interpolated,2022-01-01 HDS pricelist EN.xlsx
2022-01-01,RTC360 LT,RTC360 LT Scanner Package,87906.35,67814.83,Interpolated,2022-01-01 HDS pricelist EN.xlsx
2022-07-01,BLK360,BLK360 System Package,25272.5,19481.15,Interpolated,2022-07-01 HDS pricelist EN.xlsx
2022-07-01,P40,Leica ScanStation P40 Standard Package,108708.85,83797.56,Interpolated,2022-07-01 HDS pricelist EN.xlsx
2022-07-01,P50,Leica ScanStation P50 Standard Package,115458.85,89000.76,Interpolated,2022-07-01 HDS pricelist EN.xlsx
2022-07-01,RTC360,RTC360 Scanner Package,104787.1,80774.51,Interpolated,2022-07-01 HDS pricelist EN.xlsx
2022-07-01,RTC360 LT,RTC360 LT Scanner Package,88126.15,67931.51,Interpolated,2022-07-01 HDS pricelist EN.xlsx
2023-07-01,BLK ARC,Leica BLK ARC Integrator System Package,66937.0,51495.0,Actual,2023-09-28/CAD/NL_CAN_LR1_0000008038_2023-07-03_13-59-49_CAD_EN (BLK ARC).xlsx
2023-09-28,BLK2FLY,Leica BLK2FLY Starter Package,83355.0,63555.0,Actual,2023-09-28/CAD/NL_CAN_LR1_0000389876_2023-09-28_23-43-55_CAD_EN.xlsx
2023-09-28,BLK2GO,BLK2GO Package,68890.0,52785.17,Extrapolated,2023-09-28/CAD/NL_CAN_LR1_0000389876_2023-09-28_23-44-01_CAD_FR.xlsx
2023-09-28,BLK360 G1,Leica BLK360 G1 Field Package Basic,21355.0,16145.0,Actual,2023-09-28/CAD/NL_CAN_LA2_0000389876_2023-09-28_23-43-13_CAD_EN.xlsx
2023-09-28,BLK360 G2,Leica BLK360 G2 Field Package,35260.0,27130.0,Actual,2023-09-28/CAD/NL_CAN_LA2_0000389876_2023-09-28_23-43-13_CAD_EN.xlsx
2023-09-28,P40,Leica ScanStation P40 Standard Package,114049.35,87786.95,Actual,2023-09-28/CAD/NL_CAN_LA2_0000389876_2023-09-28_23-43-13_CAD_EN.xlsx
2023-09-28,P50,Leica ScanStation P50 Standard Package,120549.35,92786.95,Actual,2023-09-28/CAD/NL_CAN_LA2_0000389876_2023-09-28_23-43-13_CAD_EN.xlsx
2023-09-28,RTC360,RTC360 Scanner Package,114292.1,87971.65,Actual,2023-09-28/CAD/NL_CAN_LA2_0000389876_2023-09-28_23-43-13_CAD_EN.xlsx
2023-09-28,RTC360 LT,RTC360 LT Scanner Package,93713.65,72088.49,Actual,2023-09-28/CAD/NL_CAN_LA2_0000389876_2023-09-28_23-43-13_CAD_EN.xlsx
2023-10-17,RTC360,RTC360 Package,114292.1,87971.65,Actual,2023-10-17/CAD/NL_CAN_LA2_0000389876_2023-10-17_16-04-16_CAD_EN.xlsx
2023-10-17,RTC360 LT,RTC360 LT Package NAFTA,93713.65,72088.49,Actual,2023-10-17/CAD/NL_CAN_LA2_0000389876_2023-10-17_16-04-16_CAD_EN.xlsx
2024-01-01,BLK ARC,Leica BLK ARC Integrator System Package,66937.0,51495.0,Actual,2024-01-01/CAD/NL_CAN_LR1_0000389876_2023-12-13_13-17-59_CAD_EN.xlsx
2024-01-01,BLK2FLY,Leica BLK2FLY Starter Package,83505.0,63655.0,Actual,2024-01-01/CAD/NL_CAN_LR1_0000389876_2023-12-13_13-17-59_CAD_EN.xlsx
2024-01-01,BLK360 G1,Leica BLK360 G1 Field Package Basic,22810.0,17655.0,Actual,2024-01-01/CAD/NL_CAN_LA2_0000389876_2023-12-13_13-18-37_CAD_EN.xlsx
2024-01-01,BLK360 G2,Leica BLK360 G2 Field Package,36100.0,27780.0,Actual,2024-01-01/CAD/NL_CAN_LA2_0000389876_2023-12-13_13-18-37_CAD_EN.xlsx
2024-01-01,P40,Leica ScanStation P40 Standard Package,114140.35,87872.45,Actual,2024-01-01/CAD/NL_CAN_LA2_0000389876_2023-12-13_13-18-37_CAD_EN.xlsx
2024-01-01,P50,Leica ScanStation P50 Standard Package,120640.35,92872.45,Actual,2024-01-01/CAD/NL_CAN_LA2_0000389876_2023-12-13_13-18-37_CAD_EN.xlsx
2024-01-01,RTC360,RTC360 Scanner Package,114392.1,88066.65,Actual,2024-01-01/CAD/NL_CAN_LA2_0000389876_2023-12-13_13-18-37_CAD_EN.xlsx
2024-01-01,RTC360 LT,RTC360 LT Scanner Package,93813.65,72183.49,Actual,2024-01-01/CAD/NL_CAN_LA2_0000389876_2023-12-13_13-18-37_CAD_EN.xlsx
2024-01-19,BLK ARC,Leica BLK ARC Integrator System Package,66937.0,51495.0,Actual,2024-01-19/CAD/NL_CAN_LR1_0000389876_2024-01-19_23-39-29_CAD_EN.xlsx
2024-01-19,BLK2FLY,Leica BLK2FLY Starter Package,83505.0,63655.0,Actual,2024-01-19/CAD/NL_CAN_LR1_0000389876_2024-01-19_23-39-29_CAD_EN.xlsx
2024-01-19,BLK2GO PULSE,Leica BLK2GO PULSE Field Package,50705.0,39255.0,Actual,2024-01-19/CAD/NL_CAN_LR1_0000389876_2024-01-19_23-39-29_CAD_EN.xlsx
2024-01-19,BLK360 G1,Leica BLK360 G1 Field Package Basic,22810.0,17655.0,Actual,2024-01-19/CAD/NL_CAN_LA2_0000389876_2024-01-19_23-38-42_CAD_EN.xlsx
2024-01-19,BLK360 G2,Leica BLK360 G2 Field Package,36100.0,27780.0,Actual,2024-01-19/CAD/NL_CAN_LA2_0000389876_2024-01-19_23-38-42_CAD_EN.xlsx
2024-01-19,P40,Leica ScanStation P40 Standard Package,114140.35,87872.45,Actual,2024-01-19/CAD/NL_CAN_LA2_0000389876_2024-01-19_23-38-42_CAD_EN.xlsx
2024-01-19,P50,Leica ScanStation P50 Standard Package,120640.35,92872.45,Actual,2024-01-19/CAD/NL_CAN_LA2_0000389876_2024-01-19_23-38-42_CAD_EN.xlsx
2024-01-19,RTC360,RTC360 Scanner Package,114392.1,88066.65,Actual,2024-01-19/CAD/NL_CAN_LA2_0000389876_2024-01-19_23-38-42_CAD_EN.xlsx
2024-01-19,RTC360 LT,RTC360 LT Scanner Package,86535.09,66539.48,Actual,2024-01-19/CAD/NL_CAN_LA2_0000389876_2024-01-19_23-38-42_CAD_EN.xlsx
2024-03-09,BLK ARC,Leica BLK ARC on Spot with RCS System Package,65000.0,50000.0,Actual,2024-03-09/CAD/NL_CAN_LR1_0000389876_2024-03-09_17-29-40_CAD_EN.xlsx
2024-03-09,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,78850.0,60055.0,Actual,2024-03-09/CAD/NL_CAN_LR1_0000389876_2024-03-09_17-29-40_CAD_EN.xlsx
2024-03-09,BLK2GO,Leica BLK2GO with RCS Starter Package,68890.0,52995.0,Actual,2024-03-09/CAD/NL_CAN_LR1_0000389876_2024-03-09_17-29-40_CAD_EN.xlsx
2024-03-09,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,49600.0,38400.0,Actual,2024-03-09/CAD/NL_CAN_LR1_0000389876_2024-03-09_17-29-40_CAD_EN.xlsx
2024-03-09,BLK360 G1,Leica BLK360 G1 Field Package Basic,22810.0,17655.0,Actual,2024-03-09/CAD/NL_CAN_LA2_0000389876_2024-03-09_17-29-21_CAD_EN.xlsx
2024-03-09,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,33670.0,25900.0,Actual,2024-03-09/CAD/NL_CAN_LA2_0000389876_2024-03-09_17-29-21_CAD_EN.xlsx
2024-03-09,P40,Leica ScanStation P40 Scanning System with RCS Package,114140.35,87872.45,Actual,2024-03-09/CAD/NL_CAN_LA2_0000389876_2024-03-09_17-29-21_CAD_EN.xlsx
2024-03-09,P50,Leica ScanStation P50 Scanning System with RCS Package,120640.35,92872.45,Actual,2024-03-09/CAD/NL_CAN_LA2_0000389876_2024-03-09_17-29-21_CAD_EN.xlsx
2024-03-09,RTC360,RTC360 Package with RCS,114392.1,88066.65,Actual,2024-03-09/CAD/NL_CAN_LA2_0000389876_2024-03-09_17-29-21_CAD_EN.xlsx
2024-03-09,RTC360 LT,RTC360 LT Package with RCS,96942.1,75066.65,Actual,2024-03-09/CAD/NL_CAN_LA2_0000389876_2024-03-09_17-29-21_CAD_EN.xlsx
2024-04-01,BLK ARC,Leica BLK ARC on Spot with RCS System Package,67275.0,51750.0,Actual,2024-04-01/CAD/NL_CAN_LR1_0000389876_2024-03-14_17-27-34_CAD_EN.xlsx
2024-04-01,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,81610.0,62155.0,Actual,2024-04-01/CAD/NL_CAN_LR1_0000389876_2024-03-14_17-27-34_CAD_EN.xlsx
2024-04-01,BLK2GO,Leica BLK2GO with RCS Starter Package,71300.0,54850.0,Actual,2024-04-01/CAD/NL_CAN_LR1_0000389876_2024-03-14_17-27-34_CAD_EN.xlsx
2024-04-01,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,51500.0,39800.0,Actual,2024-04-01/CAD/NL_CAN_LR1_0000389876_2024-03-14_17-27-34_CAD_EN.xlsx
2024-04-01,BLK360 G1,Leica BLK360 G1 Field Package Basic,22850.0,17700.0,Actual,2024-04-01/CAD/NL_CAN_LA2_0000389876_2024-03-14_17-26-56_CAD_EN.xlsx
2024-04-01,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,34850.0,26805.0,Actual,2024-04-01/CAD/NL_CAN_LA2_0000389876_2024-03-14_17-26-56_CAD_EN.xlsx
2024-04-01,P40,Leica ScanStation P40 Scanning System with RCS Package,118086.85,90893.95,Actual,2024-04-01/CAD/NL_CAN_LA2_0000389876_2024-03-14_17-26-56_CAD_EN.xlsx
2024-04-01,P50,Leica ScanStation P50 Scanning System with RCS Package,124811.85,96068.95,Actual,2024-04-01/CAD/NL_CAN_LA2_0000389876_2024-03-14_17-26-56_CAD_EN.xlsx
2024-04-01,RTC360,RTC360 Package with RCS,118327.1,91086.65,Actual,2024-04-01/CAD/NL_CAN_LA2_0000389876_2024-03-14_17-26-56_CAD_EN.xlsx
2024-04-01,RTC360 LT,RTC360 LT Package with RCS,100172.1,77731.65,Actual,2024-04-01/CAD/NL_CAN_LA2_0000389876_2024-03-14_17-26-56_CAD_EN.xlsx
2024-07-01,BLK ARC,Leica BLK ARC on Spot with RCS System Package,67275.0,51750.0,Actual,2024-07-01/CAD/NL_CAN_LR1_0000389876_2024-06-06_22-43-08_CAD_EN.xlsx
2024-07-01,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,81610.0,62155.0,Actual,2024-07-01/CAD/NL_CAN_LR1_0000389876_2024-06-06_22-43-08_CAD_EN.xlsx
2024-07-01,BLK2GO,Leica BLK2GO with RCS Starter Package,71300.0,54850.0,Actual,2024-07-01/CAD/NL_CAN_LR1_0000389876_2024-06-06_22-43-08_CAD_EN.xlsx
2024-07-01,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,51500.0,39800.0,Actual,2024-07-01/CAD/NL_CAN_LR1_0000389876_2024-06-06_22-43-08_CAD_EN.xlsx
2024-07-01,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,34850.0,26805.0,Actual,2024-07-01/CAD/NL_CAN_LA2_0000389876_2024-06-06_22-42-09_CAD_EN.xlsx
2024-07-01,P40,Leica ScanStation P40 Scanning System with RCS Package,118086.85,90893.95,Actual,2024-07-01/CAD/NL_CAN_LA2_0000389876_2024-06-06_22-42-09_CAD_EN.xlsx
2024-07-01,P50,Leica ScanStation P50 Scanning System with RCS Package,124811.85,96068.95,Actual,2024-07-01/CAD/NL_CAN_LA2_0000389876_2024-06-06_22-42-09_CAD_EN.xlsx
2024-07-01,RTC360,RTC360 Package with RCS,118327.1,91086.65,Actual,2024-07-01/CAD/NL_CAN_LA2_0000389876_2024-06-06_22-42-09_CAD_EN.xlsx
2024-07-01,RTC360 LT,RTC360 LT Package with RCS,100172.1,77731.65,Actual,2024-07-01/CAD/NL_CAN_LA2_0000389876_2024-06-06_22-42-09_CAD_EN.xlsx
2024-11-16,BLK ARC,Leica BLK ARC on Spot with RCS System Package,67275.0,51750.0,Actual,2024-11-16/CAD/NL_CAN_LR1_0000389876_2024-11-16_19-36-56_CAD_EN.xlsx
2024-11-16,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,81610.0,62155.0,Actual,2024-11-16/CAD/NL_CAN_LR1_0000389876_2024-11-16_19-36-56_CAD_EN.xlsx
2024-11-16,BLK2GO,Leica BLK2GO with RCS Starter Package,71300.0,54850.0,Actual,2024-11-16/CAD/NL_CAN_LR1_0000389876_2024-11-16_19-36-56_CAD_EN.xlsx
2024-11-16,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,51500.0,39800.0,Actual,2024-11-16/CAD/NL_CAN_LR1_0000389876_2024-11-16_19-36-56_CAD_EN.xlsx
2024-11-16,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,34850.0,26805.0,Actual,2024-11-16/CAD/NL_CAN_LA2_0000389876_2024-11-16_19-36-10_CAD_EN.xlsx
2024-11-16,P40,Leica ScanStation P40 Scanning System with RCS Package,118086.85,90893.95,Actual,2024-11-16/CAD/NL_CAN_LA2_0000389876_2024-11-16_19-36-10_CAD_EN.xlsx
2024-11-16,P50,Leica ScanStation P50 Scanning System with RCS Package,124811.85,96068.95,Actual,2024-11-16/CAD/NL_CAN_LA2_0000389876_2024-11-16_19-36-10_CAD_EN.xlsx
2024-11-16,RTC360,RTC360 Package with RCS,118327.1,91086.65,Actual,2024-11-16/CAD/NL_CAN_LA2_0000389876_2024-11-16_19-36-10_CAD_EN.xlsx
2024-11-16,RTC360 LT,RTC360 LT Package with RCS,100172.1,77731.65,Actual,2024-11-16/CAD/NL_CAN_LA2_0000389876_2024-11-16_19-36-10_CAD_EN.xlsx
2025-01-06,BLK ARC,Leica BLK ARC on Spot with RCS System Package,68950.0,52785.0,Actual,2025-01-01/CAN/NL_CAN_LR1_0000389876_2025-01-06_21-34-06_CAD_EN.xlsx
2025-01-06,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,83240.0,63400.0,Actual,2025-01-01/CAN/NL_CAN_LR1_0000389876_2025-01-06_21-34-06_CAD_EN.xlsx
2025-01-06,BLK2GO,Leica BLK2GO with RCS Starter Package,72725.0,55945.0,Actual,2025-01-01/CAN/NL_CAN_LR1_0000389876_2025-01-06_21-34-06_CAD_EN.xlsx
2025-01-06,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,53000.0,40700.0,Actual,2025-01-01/CAN/NL_CAN_LR1_0000389876_2025-01-06_21-34-06_CAD_EN.xlsx
2025-01-06,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,35545.0,27300.0,Actual,2025-01-01/CAN/NL_CAN_LA2_0000389876_2025-01-06_21-32-57_CAD_EN.xlsx
2025-01-06,P40,Leica ScanStation P40 Scanning System with RCS Package,120495.85,92745.95,Actual,2025-01-01/CAN/NL_CAN_LA2_0000389876_2025-01-06_21-32-57_CAD_EN.xlsx
2025-01-06,P50,Leica ScanStation P50 Scanning System with RCS Package,127355.85,98025.95,Actual,2025-01-01/CAN/NL_CAN_LA2_0000389876_2025-01-06_21-32-57_CAD_EN.xlsx
2025-01-06,RTC360,RTC360 Package with RCS,121242.1,93266.65,Actual,2025-01-01/CAN/NL_CAN_LA2_0000389876_2025-01-06_21-32-57_CAD_EN.xlsx
2025-01-06,RTC360 LT,RTC360 LT Package with RCS,103392.1,79726.65,Actual,2025-01-01/CAN/NL_CAN_LA2_0000389876_2025-01-06_21-32-57_CAD_EN.xlsx
2025-05-05,BLK ARC,Leica BLK ARC on Spot with RCS System Package,68950.0,55625.0,Actual,2025-05-01/CAN/NL_CAN_LR1_0000389876_2025-05-05_13-41-45_CAD_EN.xlsx
2025-05-05,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,83240.0,66770.0,Actual,2025-05-01/CAN/NL_CAN_LR1_0000389876_2025-05-05_13-41-45_CAD_EN.xlsx
2025-05-05,BLK2GO,Leica BLK2GO with RCS Starter Package,72725.0,58940.0,Actual,2025-05-01/CAN/NL_CAN_LR1_0000389876_2025-05-05_13-41-45_CAD_EN.xlsx
2025-05-05,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,53000.0,43000.0,Actual,2025-05-01/CAN/NL_CAN_LR1_0000389876_2025-05-05_13-41-45_CAD_EN.xlsx
2025-05-05,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,35545.0,28865.0,Actual,2025-05-01/CAN/NL_CAN_LA2_0000389876_2025-05-05_13-38-05_CAD_EN.xlsx
